,0,1
0,인권,0.06960894
1,범죄자,0.04421612
2,법,0.036784057
3,범,0.023261445
4,국민,0.018477924
5,현장,0.018048879
6,범죄,0.018044438
7,사형,0.01791406
8,경찰,0.017171057
9,사살,0.017023738
10,흉악,0.014417219
11,흉기,0.01359953
12,공권력,0.011884393
13,보호,0.011578646
14,집행,0.011113915
15,대한민국,0.010012083
16,피해자,0.00996808
17,시민,0.009811793
18,때문,0.007629645
19,타령,0.0075327056
20,판사,0.0075149136
21,사람,0.006838805
22,살인,0.0061251507
23,나라,0.005909215
24,미국,0.0058089583
25,즉시,0.0056275595
26,대통령,0.005351772
27,난동,0.0053215665
28,영웅,0.0052237995
29,체포,0.0051460927
30,강화,0.005110033
31,바로,0.0050753616
32,인권위,0.0049559535
33,우리,0.0049399077
34,사회,0.004817882
35,쓰레기,0.004765836
36,대응,0.0047437428
37,뉴스,0.004683206
38,우선,0.0045275334
39,국회의원,0.0044149403
40,이제,0.0043697287
41,제도,0.004315886
42,답,0.0042608073
43,정치,0.0041952394
44,제압,0.0040879515
45,단체,0.0040420257
46,정신병,0.004012233
47,일,0.004000737
48,총,0.0039260816
49,인간,0.003917693
50,사형제,0.0038816654
51,형,0.0038797106
52,말,0.0037755955
53,생명,0.003775
54,칼부림,0.003768296
55,마약,0.003700535
56,피해,0.0036317687
57,제발,0.0036229033
58,해,0.0035151956
59,앞,0.0034635426
60,정치인,0.0034107491
61,등,0.0033901485
62,소지,0.003322103
63,가족,0.003292169
64,지금,0.003289339
65,모방,0.0032433695
66,계속,0.0032402552
67,사건,0.0031944846
68,총기,0.0031889481
69,시대,0.0031612492
70,무고,0.003141157
71,무조건,0.003108248
72,살인자,0.0030836929
73,피의자,0.0030102986
74,다음,0.0029395425
75,안전,0.0029330954
76,위해,0.0028108289
77,죄,0.002792181
78,하라,0.0027893984
79,공감,0.0027551127
80,시행,0.002714222
81,처벌,0.0026869662
82,범인,0.0026757005
83,치안,0.0026283558
84,신경,0.0026249604
85,저런,0.0026035449
86,질서,0.0025264758
87,생각,0.0025254623
88,필요,0.0024886853
89,공무,0.002471288
90,반드시,0.0024012923
91,및,0.0023949319
92,이상,0.0023350988
93,모두,0.002317851
94,강력,0.0022933905
95,즉각,0.0022253606
96,존중,0.0022194777
97,사법,0.0021977124
