,0,1
0,자극,0.011130885
1,존댓말,0.011099243
2,사건,0.010872623
3,범,0.010375547
4,사람,0.010350611
5,범인,0.009891593
6,경찰,0.0098288525
7,공개,0.008940041
8,과잉,0.008909807
9,그때,0.008855479
10,범죄자,0.008457095
11,무슨,0.008169923
12,국민,0.007972427
13,사형,0.0075407987
14,꼭,0.0066237156
15,진압,0.006445671
16,살인,0.0062942533
17,다른,0.0060999175
18,그냥,0.0055607334
19,상황,0.004590296
20,일단,0.004562183
21,양,0.004562183
22,저런,0.0045620254
23,인권,0.0045618853
24,머리,0.004561885
25,반대,0.0045618797
26,인간,0.004561873
27,백안,0.004561806
28,현장,0.0045617986
29,실탄,0.004561615
30,명,0.0045615854
31,사살,0.0045612133
32,폰,0.0045199813
33,문제,0.0045151273
34,별,0.0045048394
35,어디,0.00449288
36,사관,0.0044604326
37,흉기,0.004455513
38,대응,0.0044095786
39,말,0.004158058
40,앞,0.004070791
41,집행,0.003866723
42,사이코패스,0.003838841
43,검사,0.0038204468
44,흉악,0.003713916
45,총,0.0036298505
46,마동석,0.003110831
47,입장,0.003073961
48,싸이코패스,0.003062857
49,진짜,0.0029702566
50,목숨,0.0027033105
51,위,0.0024585258
52,다시,0.0024197618
53,분노,0.0024189851
54,대한민국,0.0023725575
55,피해,0.0023724628
56,빈,0.002372453
57,거부,0.0023724202
58,최대한,0.0023724164
59,자식,0.002372413
60,그게,0.0023724127
61,휜,0.0023724085
62,눈,0.0023724078
63,공,0.002372403
64,전이,0.0023724018
65,라인업,0.0023724008
66,팔꿈치,0.0023723892
67,허벅지,0.002372389
68,때문,0.0023723715
69,여성,0.0023723599
70,조,0.0023723561
71,조성호,0.0023723547
72,조형기,0.0023723547
73,누구세요,0.0023723475
74,자리,0.0023723454
75,수도,0.0023723384
76,부모,0.0023723375
77,형제,0.0023723326
78,댕,0.0023723212
79,조주,0.0023723189
80,사고,0.0023723189
81,직장,0.002372314
82,지리,0.0023723135
83,대체,0.0023723072
84,선전포고,0.0023723065
85,출동,0.0023723
86,추가,0.0023722998
87,조희,0.0023722923
88,장단,0.0023722905
89,로부터,0.00237229
90,초기,0.002372289
91,이유,0.0023722844
92,펄,0.0023722835
93,누나,0.002372281
94,인천,0.0023722725
95,그늠,0.0023722686
96,대처,0.002372268
97,본인,0.0023722663
98,네,0.002372266
99,현행범,0.0023722635
100,개솔,0.0023722611
101,전체,0.00237226
102,의미,0.0023722597
103,발사,0.0023722579
104,상태,0.002372257
105,말씀,0.002372253
106,보고,0.0023722423
107,쓰레기,0.0023722402
108,국가인권위,0.002372238
109,지적,0.0023722362
110,단,0.00237223
111,요청,0.0023722288
112,간다,0.002372227
113,단호,0.0023722248
114,동료,0.0023722243
115,남한,0.0023722195
116,시민,0.0023722162
117,군대,0.0023722146
118,자꾸,0.0023722085
119,조재현,0.0023722039
120,늬들,0.0023722006
121,조두순,0.0023721987
122,집단,0.0023721987
123,시작,0.0023721976
124,시도,0.0023721936
125,거르,0.0023721904
126,도대체,0.002372187
127,길,0.0023721782
128,라가,0.002372178
129,저승,0.0023721764
130,송트남,0.0023721736
131,개인,0.002372171
132,미국,0.0023721647
133,반항,0.0023721526
134,이성,0.0023721512
135,수준,0.0023721508
136,열등감,0.0023721484
137,이지,0.0023721464
138,침해,0.0023721438
139,양은,0.0023721408
140,마,0.0023721375
141,경찰관,0.002372106
142,누가,0.0023721014
143,시절,0.0023720982
144,주둥이,0.0023720919
145,음으로,0.0023720742
146,보라,0.0023720697
147,혐의,0.0023720684
148,거수자,0.0023720616
149,끝,0.0023720574
150,재범,0.0023720546
151,트잡잡,0.0023720518
152,점심,0.00237204
153,갓,0.0023720055
154,빙빙,0.0023720053
155,댓글,0.0023720008
156,제,0.002371998
157,참나,0.0023719873
158,공작,0.0023719787
159,일부러,0.0023719696
160,너,0.0023719682
161,계양,0.0023719503
162,모,0.0023719487
163,소녀,0.0023719412
164,분리,0.00237194
165,질,0.0023719356
166,범죄인,0.0023719324
167,해도,0.002371881
168,인권위,0.0023718139
169,영웅,0.0023717184
170,생견,0.0023716404
171,이도,0.0023716039
172,눈빛,0.002371603
173,피하,0.002371509
174,영화,0.0023713375
175,일이,0.0023362916
176,삼지,0.0023354637
177,아주,0.0023305889
178,전문가,0.002328319
179,강압,0.0023282524
180,한번,0.0023271241
181,대장동,0.0023258608
182,태도,0.0023251474
183,논란,0.002324716
184,전,0.0023228815
185,컴퓨터,0.0023208212
186,일,0.0023199583
187,폐기,0.002317926
188,가지,0.002317262
189,상대,0.0023171888
190,만드,0.0023167979
191,말로,0.0023158453
192,던지기,0.0023154363
193,중국인,0.002312909
194,검찰조사,0.002312701
195,반말,0.0023044168
196,데,0.0022984245
197,배려,0.002290358
198,의무,0.0022354322
199,외적인,0.0022341006
200,필수,0.0022035437
201,비공개,0.0021953683
202,경우,0.0021828788
203,신상,0.0021684754
204,신원,0.0020827875
205,바램,0.0020746866
206,단두대,0.0020500962
207,매달,0.0019911197
208,심판,0.0019894575
209,요즘,0.0019861793
210,웃픈현실,0.0019826777
211,볼때,0.0019458586
212,제압,0.0019412194
213,면상,0.001918784
214,아들,0.0019116614
215,시대,0.0018980346
216,바로,0.00189418
217,불,0.0018736669
218,이나라,0.0018659177
219,호강,0.0018396152
220,소용,0.0018310008
221,범죄,0.0018035091
222,위해,0.0017639353
223,예방,0.0017564248
224,대상,0.0017360637
225,다음,0.0017359357
226,남,0.0017062207
227,특정,0.0017025222
228,시,0.0016925406
229,다수,0.0016835817
230,유정,0.001662847
231,정,0.0016513503
232,세금,0.0016403942
233,계획,0.0016298589
234,더욱,0.0014762018
235,검거,0.0014100432
236,해,0.0012892887
237,제대로,0.0012680822
238,주장,0.0012514401
239,애초,0.0012039433
240,테이저,0.0012022584
241,그것,0.0012017662
242,조모,0.0011915797
243,원인,0.0011551746
244,비위,0.001144118
245,하라,0.0010847544
246,방법,0.0010800556
247,여기,0.0010019273
248,부족,0.0009891507
249,해석,0.00095329474
250,살해,0.0009363842
251,장애인,0.0009221346
252,답,0.00092146185
253,이웃,0.0009029626
254,애기,0.0008940062
255,공감,0.00087855523
256,선택,0.0008767256
