,0,1
0,부모,0.030853696
1,정신,0.018960614
2,경찰,0.017691663
3,체포,0.01296248
4,신분,0.012728857
5,책임,0.012656955
6,댓글,0.011152848
7,중국,0.010494983
8,결과,0.01030415
9,벌금,0.009781433
10,범행,0.0096112825
11,방치,0.009003684
12,가지가지,0.007946097
13,일,0.007852557
14,큰일,0.007845131
15,모방,0.007785769
16,사람,0.007732442
17,패,0.0075844238
18,싹,0.0068478636
19,광주,0.0068000443
20,군대,0.0066678366
21,사형,0.006597836
22,문제,0.0061896318
23,여자,0.0060981107
24,교육,0.006091337
25,괴물,0.0058317636
26,문화,0.005762456
27,최소,0.005559323
28,사건,0.005497231
29,명,0.0051767845
30,칼,0.005012611
31,이용,0.004885144
32,왕,0.00477751
33,치,0.0047441944
34,해,0.004725138
35,애가,0.004715312
36,허위,0.004642093
37,무기징역,0.0046211756
38,마음,0.0046058907
39,누군가,0.004554446
40,날,0.0045350995
41,모두,0.004529741
42,원칙,0.004511569
43,수사,0.0044053565
44,실형,0.004403087
45,너,0.0043786825
46,영상,0.0043303245
47,통,0.0043231756
48,저기,0.004302954
49,바,0.0042163227
50,고글,0.0041845045
51,이상,0.004181502
52,일이,0.0041280603
53,이제,0.0041247355
54,나라,0.004109882
55,아이,0.0038873507
56,남자,0.0038838645
57,처형,0.0038589586
58,그냥,0.003773785
59,살인,0.0037406087
60,행동,0.0036818837
61,소리,0.0036003455
62,서비스,0.0035780177
63,무조건,0.0035467914
64,뉴스,0.0034608701
65,인터넷,0.0033827692
66,신고,0.0033312289
67,물어,0.003309384
68,반성,0.0032426943
69,크게,0.0032005913
70,가라,0.0030631933
71,중범죄,0.0030467738
72,제발,0.0030057777
73,피,0.0029832982
74,진짜,0.0029414047
75,길거리,0.0029405882
76,칼부림,0.0028807416
77,글,0.0028770599
78,신림동,0.002876675
79,꼴,0.0028752186
80,새,0.0027194761
81,회사,0.0026944482
82,자체,0.0026577597
83,살이,0.0026531497
84,미성년,0.0026428888
85,방학,0.0026296661
86,직원,0.0026238936
87,처벌,0.0026132604
88,면,0.0025960316
89,말,0.002588317
90,과학,0.0025857263
91,누가,0.0025594009
92,사이코,0.0024284178
93,관리,0.0024219777
94,차려,0.0024190817
95,유튜브,0.002416197
96,정말,0.0023991922
97,치료,0.0023921044
98,서방,0.0023835208
99,천국,0.0023405808
100,뿌리,0.002302463
101,검사,0.0022796192
102,기회,0.0022782513
103,벌금형,0.0022702185
104,조선,0.00226159
105,각,0.0022583716
106,정부,0.0022113577
107,조사해,0.0021497286
108,창,0.0021299536
109,한국,0.002118162
110,각심,0.0021173407
111,차,0.002116722
112,살인마,0.0021086214
113,선동,0.0020824645
114,예산,0.0020706758
115,선,0.0020620257
116,범죄,0.0020617673
117,자루,0.0020562601
118,이번,0.00204875
119,곳곳,0.0019977
120,추방,0.0019965805
121,금지,0.0019941672
122,개판,0.0019938971
123,게임,0.0019892997
124,작년,0.0019842605
125,영향,0.0019764418
126,거짓,0.0019648331
127,척,0.0019175635
128,가족,0.0019096608
129,심정,0.0019058004
130,사주,0.0018959058
131,뭘,0.0018759207
132,초딩,0.0018680529
133,합,0.0018392164
134,협박,0.0018255075
135,도록,0.0018198318
136,내년,0.0018028381
137,현실,0.0017929415
138,수업,0.00178395
139,업무,0.001777208
140,즉결,0.0017738809
141,전,0.0017707734
142,상대로,0.0017551283
143,노답,0.00174801
144,중,0.0017281454
145,구만,0.0017144186
146,대해,0.0017143298
147,서현역,0.0016985447
148,사과,0.0016793286
149,대체,0.0016763672
150,하나,0.0016724708
151,탈,0.0016669543
152,앞,0.0016608054
153,도,0.0016133006
154,보,0.0015982613
155,저딴,0.0015881234
156,증명,0.0015822755
157,진행,0.0015667451
158,부상,0.0015656574
159,마,0.001563755
160,사망,0.0015518457
161,듯이,0.0015243584
162,얘기,0.0015230115
163,작성자,0.0015198481
164,아동,0.0015083208
165,단순,0.001507278
166,구,0.001502066
167,정권,0.0014978624
168,장난,0.0014841269
169,먼지,0.0014760648
170,범죄자,0.0014432848
171,임,0.0014097139
172,때문,0.00139977
173,지금,0.0013948235
174,무법,0.0013799194
175,판,0.0013755853
176,요즘,0.0013409853
177,죄명,0.0013197355
178,사형제,0.001311665
179,것임,0.0012761017
180,촉법,0.0012699045
181,오히려,0.0012652521
182,무시,0.0012447977
183,전세계,0.0012381388
184,살해,0.0012184371
185,휴교,0.0012176711
186,디시인사이드,0.001202231
187,기전,0.00119275
188,하라,0.0011918709
189,추,0.0011860688
190,언론,0.0011629948
191,사이코패스,0.0011314119
192,피해자,0.0011306682
193,진리,0.0011275595
194,제일,0.0011271029
195,사회,0.001120076
196,끌,0.0011145312
197,칼잡이,0.0010999033
198,아빠,0.0010922247
199,움직,0.0010897942
200,자기,0.0010834051
201,대가,0.0010719607
202,손발,0.0010679835
203,종,0.0010679057
204,가가,0.0010616038
205,거지,0.0010605302
206,처럼,0.0010568576
207,대응,0.0010338818
208,함,0.0010318746
209,특징,0.0010209106
210,도시,0.0010071329
211,보도,0.0010001359
212,망치,0.0009975252
213,로,0.0009782702
214,기생충,0.0009678864
215,비단,0.0009670758
216,감옥,0.000961776
217,손해배상,0.00095934735
218,재산,0.00094374915
219,전문,0.0009337507
220,촉법소년,0.00091948046
221,주목,0.0009151493
222,악성,0.00091186166
223,성인,0.0009099319
224,의혹,0.00090991316
225,고간,0.0009029639
226,결론,0.0008959821
227,교사,0.00088739453
228,죄,0.000856615
229,천만원,0.00085633167
230,사진,0.000848885
231,좌파,0.00083780265
232,훈육,0.0008352184
233,종자,0.0008292123
234,방식,0.0008288038
235,점점,0.0007920844
236,스릴,0.0007890713
237,접수,0.00078578235
238,자로,0.0007833852
239,영,0.0007832113
240,애초,0.00077784754
241,당장,0.0007691307
242,점,0.0007661345
243,아치,0.0007545339
244,대화,0.0007531543
245,욕,0.0007454808
246,저런,0.0007439317
247,예전,0.0007422872
248,본질,0.0007376455
249,예비,0.0007332367
250,우리,0.0007197284
251,학대,0.00071287353
252,의도,0.00070977316
253,조중동,0.0007027987
254,밤,0.00070252724
255,겉,0.0006910686
256,추정,0.00069089426
257,민족,0.0006869611
258,지대,0.00067730044
259,공공장소,0.00066781224
260,패스,0.0006446153
261,행태,0.0006358113
262,적,0.00062151736
263,벌이,0.00061410473
264,뜻,0.00061343703
