,0,1
0,사형,0.042528063
1,집행,0.022032507
2,인권,0.016324243
3,답,0.013108916
4,영화,0.012530473
5,경찰,0.0115392115
6,생각,0.010922784
7,상대방,0.010218538
8,사람,0.00922875
9,가석방,0.00892947
10,범죄자,0.008337929
11,바로,0.008075751
12,동네,0.007870173
13,해,0.007492619
14,범죄,0.0071652457
15,죄,0.0070688264
16,제작사,0.0068078544
17,범,0.0064347195
18,마케팅,0.006343586
19,흉악,0.006251395
20,이야기,0.0061705275
21,세상,0.0058750915
22,실탄,0.0056237206
23,데,0.0055676857
24,살인,0.0055363844
25,정신,0.005521551
26,살인자,0.0055128923
27,세금,0.0054003587
28,부활,0.005099026
29,허구,0.005047661
30,존중,0.004916012
31,임,0.0048381477
32,다른사람,0.0048278747
33,인간,0.004601274
34,파,0.0045647696
35,자수,0.004423622
36,바보,0.0043620337
37,글,0.0043450547
38,법,0.004110896
39,누구,0.0038721417
40,이름,0.0038605314
41,체포,0.0037837452
42,여,0.0036668682
43,화일,0.0036494627
44,앞,0.0036107157
45,거나,0.0035379054
46,좌파,0.0035271803
47,일베,0.003522221
48,관리,0.0034366765
49,사형수,0.0033483887
50,무기징역,0.0033412888
51,살이,0.0033153575
52,요즘,0.0031687382
53,기,0.0031258634
54,감옥,0.0030962408
55,안전,0.0030839
56,실제,0.0030741487
57,약,0.0030682946
58,무슨,0.0030609109
59,국짐,0.0030038073
60,호,0.002953203
61,원래,0.0029376033
62,문제,0.0029363506
63,표,0.002884449
64,보임,0.0028566727
65,노예,0.002855894
66,함,0.00282121
67,찍,0.0028146592
68,불,0.0028012362
69,누가,0.0027844098
70,국민,0.0027500472
71,게임,0.0027198007
72,잠재,0.002681061
73,대상,0.0026707156
74,재앙,0.0026358478
75,부자,0.002631574
76,대중,0.0025844565
77,병자,0.0025717537
78,칼,0.0025712447
79,보이,0.0025359308
80,시기,0.0024986519
81,위,0.0024726214
82,이상,0.0024662823
83,사형제,0.0024140957
84,무조건,0.0024130137
85,갱생,0.0023906932
86,트렁크,0.002389864
87,서현역,0.0023898392
88,즐,0.002387535
89,지역,0.002382341
90,작성,0.0023791562
91,저격,0.0023620455
92,일,0.00229206
93,뻘,0.0022768846
94,소지,0.0022474565
95,집,0.002246686
96,속,0.002238659
97,진짜,0.002206443
98,시작,0.0021979604
99,명,0.0021808946
100,신림동,0.002170611
101,말,0.0021541652
102,폭력,0.002154055
103,쫄보,0.0021514825
104,반성,0.002143055
105,간만,0.00213695
106,구분,0.0021331746
107,적발,0.0021327252
108,안감,0.0021312714
109,자본주의,0.002126373
110,목사,0.0021118955
111,조리,0.002111369
112,물리,0.0020849723
113,며,0.0020809115
114,정신병,0.0020532687
115,뭘,0.0020077238
116,대통령,0.001995653
117,실화,0.0019606445
118,우리나라,0.0019535602
119,누명,0.0019231822
120,환자,0.0018957993
121,보지,0.0018837627
122,이제,0.0018170223
123,점점,0.0017965705
124,등,0.0017828892
125,의경,0.0017822755
126,목숨,0.0017754751
127,준,0.0017324425
128,역시,0.0017233612
129,하나,0.0017148384
130,시대,0.0017134182
131,자체,0.0016907097
132,판사,0.0016392205
133,현실,0.001638634
134,제발,0.0016329864
135,사회,0.0015599532
136,본보기,0.0015327969
137,바탕,0.0015201335
138,고민,0.0015196449
139,가족,0.001494495
140,종신형,0.0014904037
141,흉기,0.0014848725
142,민주당,0.0014446757
143,사진,0.0014090657
144,무기,0.0013937323
145,중단,0.0013465025
146,정신질환,0.0013288807
147,부모,0.0013267929
148,일본,0.0013134524
149,감독,0.0013126308
150,나라,0.0012980102
151,어쩌,0.0012866845
152,특정,0.0012795196
153,절반,0.0012458866
154,고통,0.0012416984
155,그게,0.0012367788
156,아수라,0.0012332236
157,노무현,0.0012330149
158,전형,0.0011779583
159,우리,0.0011691723
160,이참,0.0011520823
161,다른,0.0011345207
162,반응,0.0011052404
163,가지,0.0010971255
164,면서,0.0010954262
165,연쇄살인,0.0010817068
166,날,0.0010664903
167,지지,0.0010603463
168,천국,0.0010558061
169,때문,0.0010403448
170,교화,0.0010347157
171,국,0.0010329762
172,격리,0.0010298585
173,전두환,0.0010273296
174,기자,0.0010240353
175,지금,0.0010216596
176,자식,0.0010213171
177,대부분,0.0010081602
178,지지자,0.0009935367
179,처벌,0.0009767674
180,미국,0.00097396097
181,시민,0.00097243016
182,소재,0.00096425245
183,줄,0.00095373753
184,본인,0.0009526898
185,공포,0.00094825414
186,선진국,0.00094501517
187,전,0.0009272668
188,피해,0.0009268245
189,바,0.0009241562
190,고,0.0009233915
191,자,0.00092322426
192,언론,0.00092101394
193,의견,0.0009050413
194,이건,0.000901653
195,자기,0.0008987249
196,기사,0.0008924709
197,안보,0.0008904887
198,보호,0.00087652815
199,숭배,0.00087646506
200,얼마나,0.0008720049
201,보수,0.0008658199
202,재,0.000850733
203,제재,0.0008477449
204,가정,0.0008476187
205,질,0.0008343504
206,마지막,0.00082317856
207,세력,0.0008230526
208,대구,0.00082302786
209,거부,0.00082283805
210,표본,0.0008226169
211,돈벌이,0.00082251953
212,다시,0.00082218956
213,건물,0.0008221514
214,짓,0.0008199593
215,식,0.0008080071
216,나중,0.0008043064
217,사용,0.00080250314
218,판결,0.0007991295
219,숭숭,0.00079241174
220,대사,0.00078567804
221,주인,0.0007854086
222,조카,0.0007819579
223,노이즈,0.0007744164
224,머리,0.00077295647
225,패,0.0007679622
226,죽,0.00076436234
227,증가,0.00075762876
228,인물,0.0007548181
229,가해자,0.0007460579
230,갑자기,0.0007350079
231,선택,0.0007324966
232,대다수,0.0007121963
233,외국,0.00071083405
234,먼저,0.00070956885
235,의원,0.00070685643
236,논리,0.0007053938
237,래야,0.0006909179
238,염전,0.00068701134
239,강간,0.00068607094
240,살해,0.00068572094
241,전라도,0.000683727
242,고문,0.000680942
243,현장,0.0006797324
244,한마디,0.00067740073
245,눈,0.00067506626
246,너,0.0006599105
247,사건,0.0006496181
248,소리,0.0006479723
249,뉴스,0.0006378394
250,후,0.00062781345
251,대신,0.00062461366
252,대표,0.0006136195
253,꼴,0.0006085456
254,시행,0.00060295896
255,조장,0.00059082825
256,사랑,0.0005906302
257,근거,0.00059059076
