,0,1
0,돈,0.020776251
1,장난,0.017969491
2,사람,0.014741612
3,요즘,0.014319193
4,자식,0.013071675
5,기사,0.01152757
6,가지,0.011434838
7,생각,0.010715417
8,전라도,0.009469537
9,진짜,0.009375999
10,곳,0.008987859
11,범죄,0.008732416
12,결과,0.008144477
13,부모,0.0076356074
14,청년,0.0075579234
15,저런,0.00729351
16,느낌,0.006971133
17,모금,0.006914383
18,함,0.006600482
19,지금,0.006553243
20,정신,0.006314126
21,행동,0.0062581245
22,남,0.006190465
23,칼,0.0059615574
24,관련,0.0057112933
25,관심,0.005707391
26,영웅,0.0056029516
27,선생님,0.0054305554
28,교육,0.0053354367
29,협박,0.0052682725
30,혼자,0.0051132515
31,전,0.005045095
32,열등감,0.0049566594
33,용,0.0049481606
34,꿈,0.004532337
35,바닥,0.004438204
36,말,0.004436625
37,꽃,0.0044159307
38,친구,0.004353881
39,점,0.0043487884
40,최고,0.004315859
41,검사,0.0042533968
42,평소,0.004245493
43,아마,0.004167525
44,죄인,0.0041652746
45,회원,0.00403403
46,살인,0.003876377
47,기도,0.0038519104
48,시설,0.0038500722
49,전교조,0.0038456686
50,인간,0.003825416
51,전과자,0.0038035093
52,공개,0.0037977619
53,조사,0.0037852065
54,세상,0.003769895
55,그냥,0.0036550204
56,나라,0.0036542255
57,사살,0.0036255687
58,머,0.0036232218
59,폭력,0.003609398
60,누굴,0.003591346
61,판사,0.0035423867
62,범,0.0035355187
63,인구,0.003461232
64,현실,0.0034564107
65,우리,0.0034459205
66,살해,0.0033666098
67,종자,0.0033364596
68,확률,0.0032697571
69,뉴스,0.003266808
70,일반인,0.0031892804
71,땜,0.0031535535
72,답,0.0031452363
73,보고,0.0031438482
74,싹,0.0031331768
75,사기꾼,0.0031146354
76,대한민국,0.0030289774
77,한국,0.0030255797
78,직업,0.0030227152
79,확인,0.003014666
80,댓글,0.0030037493
81,거지,0.0029713605
82,등,0.002965891
83,설치,0.002932682
84,모습,0.002928368
85,이용,0.002834067
86,여성시대,0.0028183882
87,사진,0.0028038297
88,데,0.0027804922
89,하나,0.002776375
90,엄마,0.0027735822
91,자기,0.0027185772
92,정도,0.0027180347
93,길,0.0027155033
94,유행,0.0027004152
95,목적,0.00269319
96,차,0.0026420222
97,공부,0.002611756
98,누가,0.0026037784
99,보,0.0025973339
100,흉악,0.0025944526
101,피해,0.0025852595
102,동료,0.0025384636
103,창,0.0025311692
104,소리,0.0024981
105,꼬,0.0024979976
106,경력,0.002346122
107,뒤,0.0023318883
108,집,0.0022632694
109,범죄자,0.0022349185
110,국민,0.0022251776
111,작성,0.002215842
112,또한,0.002206367
113,청소년,0.0021675117
114,명,0.0021417355
115,조선시대,0.0020708859
116,먼저,0.0020410414
117,살기,0.002018237
118,한번,0.002016704
119,계속,0.0020149045
120,비극,0.0019892252
121,중공,0.0019704634
122,구,0.00195515
123,불,0.0019515095
124,인상,0.001948963
125,의식,0.0019379301
126,대만,0.0019174493
127,그것,0.0019162926
128,변화,0.0018988803
129,사고,0.0018890697
130,증명,0.0018459191
131,사용,0.0018065146
132,돈벌이,0.0018034086
133,저걸,0.0018008732
134,죽지,0.0017775088
135,일부러,0.0017686376
136,등등,0.0017670987
137,그대로,0.0017586936
138,치기,0.0017572787
139,설마,0.0017488664
140,소름,0.0017459108
141,쇠,0.001733651
142,개월,0.0017288277
143,저항,0.0017178465
144,꼭,0.001712747
145,폐기,0.0016669134
146,가정,0.0016614588
147,얼굴,0.001642443
148,마찬가지,0.0016174968
149,제대로,0.0016114388
150,과연,0.0016104633
151,티비,0.0015977412
152,사랑,0.0015974755
153,우리나라,0.0015962801
154,강화,0.0015918524
155,쯧쯧,0.001587637
156,누군가,0.0015809048
157,법인,0.0015183204
158,시,0.0015039379
159,오른쪽,0.0014954355
160,열,0.0014827056
161,코로나,0.0014802682
162,지도,0.0014672504
163,모방,0.0014638121
164,절실,0.001463565
165,장기,0.0014590281
166,겨우,0.0014236784
167,사형,0.0014204406
168,모든,0.0013994246
169,즉시,0.0013852383
170,표,0.0013761343
171,검색,0.0013401606
172,영화,0.0013355488
173,일,0.0013314824
174,이유,0.0013065416
175,김병만,0.0012866135
176,전부,0.0012838708
177,불행,0.0012750099
178,유튜브,0.0012646179
179,당시,0.0012236942
180,시민,0.0012061298
181,순간,0.0012004158
182,형벌,0.0012002197
183,말로,0.0011884589
184,대우,0.0011858671
185,컴퓨터,0.0011742779
186,신분,0.0011730633
187,쫌,0.0011604319
188,희생,0.0011576167
189,죄,0.0011560963
190,후,0.001150263
191,죽,0.0011362972
192,교권,0.001134419
193,트라우마,0.001125736
194,기생,0.0011145355
195,인재,0.0011144021
196,성립,0.001113842
197,이식,0.001113825
198,사이트,0.001113199
199,길거리,0.0011056535
200,적,0.0010984483
201,지나,0.00109004
202,목숨,0.0010781437
203,상식,0.0010698799
204,저기,0.0010633679
205,신림동,0.0010608432
206,타령,0.001058257
207,감정,0.001053936
208,위,0.0010537796
209,사건,0.0010526618
210,아주,0.0010477176
211,자고,0.0010446439
212,이건,0.0010397147
213,마나,0.0010352464
214,가장,0.0010336778
215,세금,0.0010327471
216,밥,0.0010280681
217,도구,0.0010221332
218,미리,0.0010183639
219,훈육,0.0010157235
220,사회,0.0010023974
221,할머니,0.0010003626
222,잠재,0.0009958529
223,홍콩,0.0009900975
224,모욕,0.0009807206
225,인생,0.0009789187
226,교사,0.0009782828
227,동생,0.0009744632
228,구입,0.0009668687
229,용돈,0.00096418563
230,해방,0.00096332544
231,울분,0.00096197234
232,역,0.0009617842
233,문,0.00092130736
234,온갖,0.0009197979
235,가면,0.00089772284
236,애도,0.0008848317
237,형량,0.000879229
238,불만,0.00087848405
239,짱,0.0008737712
240,처리,0.0008727778
241,생,0.0008723009
242,부위,0.00087134587
243,제,0.00087049964
244,파출소,0.0008647892
245,집안,0.00086339354
246,좌파,0.00086052046
247,너,0.000856094
248,책임,0.0008552646
249,생활,0.0008242486
250,사형제,0.00081967685
251,돈벌,0.00080011965
252,아예,0.00079801516
253,차라리,0.0007963492
254,스마트폰,0.00079513056
255,망국,0.0007946008
256,생명,0.0007945516
257,벼락,0.0007942704
258,강간범,0.00079401216
259,대공,0.00079129514
260,절도죄,0.0007874661
261,특별법,0.0007798321
262,법도,0.00077261444
263,머그샷,0.0007651948
264,선전,0.00075139373
265,라지,0.0007427306
266,이외,0.0007363438
267,사면,0.00073258893
268,다른,0.0007308568
269,인권,0.0007289848
270,처분,0.0007237198
271,해결,0.0007229722
272,택시,0.0007127588
273,밑,0.0007126868
274,제정,0.00071229314
275,도로,0.00071067625
276,추락,0.00070385885
277,개인주의,0.00069979427
278,일가,0.0006968247
279,조선,0.00069154945
280,뿌리,0.0006912041
281,키,0.0006871381
282,어찌,0.0006700845
283,살인마,0.0006656574
284,조국,0.0006583319
285,우울증,0.0006557979
286,완전,0.00065210165
287,라면,0.0006381091
288,뽀샵,0.0006295728
289,여자,0.0006108785
290,시행,0.0006105057
291,본인,0.0006088817
292,동네,0.00059693254
293,난리,0.0005900912
294,주소,0.0005735184
295,일단,0.00056832645
296,겹,0.0005629075
297,추모,0.0005597558
298,제일,0.00054904
299,이미지,0.00054833177
300,숨기,0.00054572715
301,라이,0.00054126367
302,간판,0.00050580164
303,국내,0.00048421812
304,가방,0.00047445597
305,제발,0.00047292223
306,나중,0.0004698441
307,판,0.00046758083
308,미국,0.00046290312
309,갈라,0.00045467645
310,분노,0.00045152384
311,학부모,0.00044836028
312,계획,0.00044750798
313,계층,0.00044567187
314,신상,0.00043660184
315,빨,0.00042528345
316,꼴,0.0004245989
317,대충,0.00042272147
318,맙시,0.00041232473
319,서로,0.00041069597
320,경제,0.00041025016
321,들락날락,0.00040339917
322,다,0.0004014914
323,모양,0.00040125355
324,악몽,0.000401182
325,영감,0.00040084784
326,추천,0.00040079808
327,왈,0.00039978078
328,수건,0.00039726953
329,예절,0.00039556625
330,정말,0.000384226
331,소외,0.0003827774
332,살,0.00037174733
333,집단,0.0003624974
334,안전,0.00035270018
335,이면,0.00035129327
336,유투브,0.00034917594
337,가족,0.00034627088
338,맘,0.00034200915
339,몇,0.00033970983
340,반성,0.00033778878
341,판검사,0.00033053505
342,부터,0.00033044463
343,시기,0.00032993537
344,관상,0.00032962608
345,난,0.0003283301
346,현상,0.00032675423
347,법무부,0.00032379729
348,일베,0.0003234984
349,무슨,0.00032164075
350,제목,0.0003195652
351,처벌,0.00031952604
352,죄국,0.00031845475
353,일부,0.0003181784
354,흉기,0.0003172374
355,초범,0.00031701528
356,살인자,0.0003151272
357,산채,0.0003133475
358,기습,0.00030971927
359,종신형,0.00030811093
360,해,0.00030612838
361,형제,0.0003055451
362,하자,0.00030292643
363,민,0.00030003913
364,강도,0.0002973763
365,다리,0.0002792933
366,화교,0.00027887637
367,일어난다,0.0002703912
368,기록,0.00026934606
